	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06773	0.00095	0.0	0.0	0.0	0.0	0.00283	0.0	0.0	0.0	0.04263	0.06435	0.0	0.0	0.0	0.1803	0.0	0.01589	0.0	0.04434	0.0	0.00042	0.00344	0.0038399999999999997	0.07871	0.0136	0.00972	0.00457	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02455	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.00121	0.00674	0.0	0.0	0.0	0.049819999999999996	0.0	0.0267	0.0	0.02535	0.0	0.02157	0.00725	0.0018	0.0	0.00627	0.13716	0.02539	0.0	0.0	0.0	0.0	0.0	0.0	0.0009400000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_263_SSPC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01347	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0603	0.03203	0.0	0.01342	0.0	0.04695	0.0	0.0259	0.0	0.01728	0.01195	0.01462	0.012969999999999999	0.0009400000000000001	0.04857	0.009059999999999999	0.06798	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.00329	0.0	0.0	0.00033999999999999997	0.0	0.0	0.0	0.0	0.01854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00483	0.0	0.0	0.0	0.00367	0.00527	0.0	0.0	0.0	0.0	0.0071200000000000005	0.0	0.0	0.0	0.0	0.15925999999999998	0.0	0.0	0.0	0.38486	0.0	0.036000000000000004	0.0	0.025830000000000002	0.0	0.0020800000000000003	8e-05	0.0209	0.0	0.0	0.15399000000000002	0.02823	0.0	0.0	0.0	0.0	0.0	0.0	0.0067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051320000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	0.0	0.0	0.011590000000000001	0.0	0.0	0.0	0.0049700000000000005	0.0006799999999999999	0.01629	0.0	0.0006799999999999999	0.0	0.0	0.007390000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009199999999999999	0.0	0.02841	0.00489	0.02458	0.0	0.0668	0.02766	0.0	0.0098	0.0	0.0293	0.01208	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00224	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01839	0.00532	0.0	0.0	0.0	0.0	0.01466	0.0	0.0	0.0	0.00547	0.04275	0.0	0.04211	0.0	0.01975	0.0	0.38213	0.0	0.02282	0.0	0.008440000000000001	0.0	0.0	0.28565	0.00137	0.00054	0.03274	0.0	0.0	0.0	0.0	0.0	0.0	0.00784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31951999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Trueperella|s__Trueperella_pyogenes	0.0	0.0	0.00099	0.00566	0.0	0.0	0.0	0.01967	0.008490000000000001	0.0	0.11249	0.0	0.0	0.00058	0.0	0.0	0.0	0.01197	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.0	0.01881	0.00995	0.0	0.015009999999999999	0.0	0.00213	0.00149	0.02475	0.0	0.05297999999999999	0.00016999999999999999	0.00447	0.00829	0.0	0.03832	0.0	0.030869999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0	0.01167	0.0	0.0006799999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009699999999999999	0.0	0.00082
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia|o__Candidatus_Saccharimonales|f__Candidatus_Sacchiramonaceaea|g__Candidatus_Nanosynsacchari|s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	0.0	0.0	0.0	0.0	0.0	0.0	0.00455	0.0	0.0	0.0	0.03155	0.0	0.0	0.0	0.0	0.0	0.013000000000000001	0.0	0.0	0.0	0.00317	0.0	0.0	0.0	0.0	0.0	0.0012699999999999999	0.0	0.0	0.0	0.06155	0.00125	0.0	0.0026	0.0016600000000000002	0.05396	0.0	0.03717	0.0	0.09308999999999999	0.00218	0.04478	0.03408	0.1713	0.00746	0.0214	0.04854	0.06732	0.0	0.0	0.0	0.0	0.0	0.0058200000000000005	0.0043	0.0004	0.00043	0.0	0.0	0.0	0.0	0.0	0.00441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041280000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.41123000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00569	0.06306	0.0054399999999999995	0.4227	0.0	0.0	0.00507	0.02459	0.0799	0.0	0.0	0.9782299999999999	0.10057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006659999999999999	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.12140999999999999	0.042010000000000006	0.0	0.0	0.00026000000000000003	0.0	0.0	0.0008900000000000001	0.00245	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_caecimuris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0458	0.0	0.0	0.0	0.0	0.0	0.0	0.007659999999999999	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.05193	0.39652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34005	0.0	0.0	0.00286	0.0	0.0	0.0	0.7804399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.014780000000000001	0.0	0.0	0.0	0.08557999999999999	0.0	0.0	0.0	0.0007599999999999999	0.0	0.0	0.0	0.0	0.06752000000000001	0.0	0.03107	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01349	0.0	0.0	0.0	0.0	0.0	0.0	0.10718	0.0	0.07462	0.0	0.01799	0.0	0.0	0.0	0.0	0.01251	0.00203	0.0	0.013999999999999999	0.0	0.0	0.0	0.00085	0.0	0.0	0.0	0.0	0.0020800000000000003	0.24024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.00346	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus	0.0	0.02705	0.0	0.0	0.0	0.0	0.0	0.0	0.01094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045	0.0	0.0	0.0	0.0	0.97178	0.0	0.0	0.01517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04796	0.0672	0.0	0.0	0.02669	0.0	0.0	0.0	0.33355999999999997	0.0	0.10457999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB4549|o__OFGB4549|f__FGB4549|g__GGB55957|s__GGB55957_SGB77276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010759999999999999	0.0	0.0	0.0	0.00061	0.2894	0.01349	0.0	0.0	0.0	0.0	0.01209	0.0	0.0	0.00079	0.0	0.0	0.0	0.014119999999999999	0.0	0.0	0.0	0.0	0.03203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.00476	0.0	0.0	0.03596	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0.0	0.0	0.0	0.00367	0.0	0.0	0.0	0.0021	0.015009999999999999	0.0	0.04457	0.0	0.0	0.00695	0.0	0.0	0.01029	0.01406	0.0	0.0	0.04763	0.01942	0.0018100000000000002	0.0	0.0	0.0	0.01459	0.0	0.0	0.0	0.37568	0.15212	0.0	0.1901	0.0	0.20864000000000002	0.00065	0.45981000000000005	0.0	0.038669999999999996	0.0	0.01004	0.009729999999999999	0.00514	0.0027199999999999998	0.0001	0.0	0.00503	0.0	0.0	0.0	0.0	0.00067	0.02624	0.0003	0.0007599999999999999	0.0	0.00018999999999999998	0.00062	0.0063100000000000005	0.0	0.0	0.18592	0.005	0.0	0.0	0.00942	0.0	0.00121	0.011090000000000001	0.0002
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.11169000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045	5.9999999999999995e-05	0.00065	0.0	0.00673	0.0	0.0	0.0	0.0	0.0	0.0118	0.0016699999999999998	0.0	0.0034	0.0	0.013430000000000001	0.00509	0.00813	0.0	0.07898	0.008329999999999999	0.09806000000000001	0.031869999999999996	0.00042	0.012240000000000001	0.0008	0.01486	0.019719999999999998	0.0	0.0	0.0	0.0	0.0032700000000000003	0.0	0.0013599999999999999	0.00116	0.0	0.0	0.0	0.0	0.00014	0.0	0.0009400000000000001	0.0	0.0	0.0	0.00299	0.0	0.0	5e-05	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055389999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03315	0.05574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011559999999999999	7e-05	0.0	0.0	0.0	0.0	0.0	0.74873	0.0	0.0	0.0	0.0	0.00536	0.0	0.0	0.0	0.0	0.01213	0.0	0.0	0.0	0.0	0.0	0.0161	0.0	0.0	0.0	0.0	0.0	0.028560000000000002	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_sp_AM29_23AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04709	0.0	0.0	0.0	0.05943	0.0	0.0	0.0	0.0	0.0	0.09769	0.0	0.0	0.0	0.0	0.0	0.0	0.36086	0.0	0.9041399999999999	0.0	0.0	0.0	0.0	0.17839000000000002	0.0	0.0	0.0	0.20219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50083	0.0	0.0	0.03795	0.57375	0.0	0.42085	0.39625	0.78286	0.0	0.0	0.10797000000000001	0.12270999999999999	0.1529	0.0	0.02113	0.0	0.43321000000000004	0.17015999999999998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF34_35BH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05437	0.0	0.0	0.0	0.0	0.0	0.0496	0.0	0.0	0.0	0.0	0.0	0.059129999999999995	0.0185	0.0	0.0	0.0	0.0006900000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04785	0.0	0.0	0.015569999999999999	0.00066	0.91432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007670000000000001	0.0	0.23304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00515	0.0	0.0	0.0	0.00386	0.0	0.0	0.17926	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Evtepia|s__Evtepia_gabavorous	0.0	0.0	0.00403	0.0	0.0	0.0	0.0	0.0253	0.0	0.03388	0.0	0.0	0.02231	0.0	0.0	0.0	0.0	0.0	0.0	0.08482999999999999	0.0	0.0	0.0	0.0	0.0	0.0255	0.0	0.0	0.14974	0.0	0.0005	0.0	0.01765	0.0	0.0	0.0	0.16935999999999998	0.0	0.0	0.14923	0.0	0.0	0.0	0.0	0.20726	0.0	0.01059	0.0	0.0	0.0	0.0	0.02162	0.0	0.0	0.0	0.04882	0.04155	0.007809999999999999	0.03564	0.10574000000000001	0.02027	0.0	0.0	0.00173	0.07266	0.0	0.0	0.02424	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimicrobium|s__Candidatus_Avimicrobium_caecorum	0.0	0.0	0.05043	0.0	0.0	0.0	0.0	0.0	0.0	0.01395	0.0	0.0	0.0	0.14032	0.0	0.0	0.0	0.0	0.0	0.04183	0.0	0.0	0.10131	0.0	0.0	0.04874	0.16488	0.06698	0.052579999999999995	0.0	0.0	0.0	0.08897999999999999	0.0572	0.0	0.0	0.04211	0.0	0.0	0.0	0.020659999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08274	0.0	0.0	0.0	0.08242999999999999	0.10002	0.03154	0.10504000000000001	0.13885999999999998	0.0	0.0	0.08843	0.06118	0.02737	0.08205	0.0	0.05161	0.1263	0.15505	0.05152999999999999
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified|s__Acidaminococcaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18847	0.0	0.0	0.013859999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.027939999999999996	0.0	0.0	0.71916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49916000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.58973	0.0	0.0	0.0	0.00286	0.013909999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.060570000000000006
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	0.00758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36244	0.00941	0.0	0.0	0.0	0.01355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05097	0.0	8e-05	0.0	0.0	0.22587	0.1477	0.0	0.0	0.09998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013999999999999999	0.0	0.0	0.0	0.0	0.00558	0.0	0.0	0.0	0.01826	0.0	0.0	0.008459999999999999	0.0	0.016059999999999998	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_BX3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014480000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00705	0.00165	0.0	0.0	0.0	0.0343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02518	0.0579	0.0	0.0	0.0	0.01888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25418	0.014980000000000002	0.0	0.02877	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	0.11042	0.0	0.0	0.0	0.02706	0.0	0.0	0.0	0.0	0.048060000000000005	0.0	0.0	0.12177	0.0	0.0	0.0	0.0	0.0	0.66135	0.0	0.0	0.27789	0.0	0.0	0.0	0.01082	0.0	0.0	0.38823	0.0	0.0	0.0	0.0	0.11269000000000001	0.0	0.0	0.01967	0.0	0.0	0.0	0.03781	0.0105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04154	0.0382	0.00822	0.12954000000000002	0.0	0.04927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01281	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_massiliensis	0.0	0.0	0.0	0.0	0.016390000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037989999999999996	0.0	0.0	0.0	0.0	0.0	0.07437	0.0	0.00125	0.0	0.0	7e-05	0.0	0.0	0.0	0.16494	0.0	0.0	0.008709999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.13454000000000002	0.0	0.0	0.0	0.0	0.00433	0.0	0.0	0.00913	0.01052	0.0	0.0	0.017730000000000003	0.02018	0.00496	0.0	0.0	0.0	0.0	0.01103	0.03242
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM42_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0329	0.29216	0.0	0.0	0.0	0.0	0.19512000000000002	0.0	0.0	0.0	0.01489	0.07376	0.0	0.0	0.0	0.0	0.08288999999999999	0.0	0.0	0.0	0.00797	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33726	0.04802	0.0	0.0	0.0	0.0	0.01122	0.0	0.17053	0.04009	0.42265	0.75779	0.0	0.00702	0.0	0.0	0.0	0.00316	0.0	0.0	0.16617
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.0	0.0	0.0	0.0	0.0	0.3567	0.0	0.0	0.01425	0.02779	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.20795	0.0	0.0	0.0	0.00792	0.0	0.0	0.0	0.0	0.00469	0.00335	0.0	0.00073	0.0	0.18045	0.0	0.04555	0.0	0.0	0.0	0.08562	0.004220000000000001	0.0	0.0	0.0	0.028730000000000002	0.0	0.0136	0.0	0.00143	0.0	0.0	0.00026000000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061200000000000004	0.0	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.00139	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_asparagiformis	0.0	0.0	0.021759999999999998	0.33621	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.00912	0.06254	0.0	0.2602	0.0	0.0	0.00053	0.0	0.0	0.0	0.007690000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09352	0.0	0.0	0.06047999999999999	0.0	0.0	0.0	0.0045	0.0	0.0	0.01462	0.0	0.0	0.0	0.0	0.0	0.0	0.014719999999999999	0.0	0.00352	0.00085	0.0	0.0	0.0	0.0	0.0	0.01317	0.0	0.01396	0.00047000000000000004	0.0	0.00707	0.0	0.0	0.03605	0.00916	0.0	0.0045	0.0	0.01652	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043100000000000005	0.0	0.0	0.00206	0.0	0.0	0.0	0.0	0.0	0.0035600000000000002	0.0	0.0	0.0	0.0	0.0	0.02074	0.16443	0.0	0.0028899999999999998	0.0	0.02025	0.07089	0.0	0.0	0.06625	0.0	0.0	0.01024	0.0	0.0	0.0	0.0	0.0	0.0013800000000000002	0.03348	0.0	0.00072	0.0	0.0	0.0	0.00672	0.0	0.0	0.0	0.0	0.022869999999999998	0.011009999999999999	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0.09192	0.0	0.09131	0.0	0.17461	0.0	0.0	0.0	0.0	0.022090000000000002	0.0	0.0	0.09249	0.0	0.0	0.0	0.0	0.0	0.0	0.05971	0.0	0.00175	0.02609	0.0	0.0	0.0139	0.0	0.18516	0.00946	0.0	0.0	0.0	0.0	0.0	0.59506	0.0	0.04395	0.06745	0.021490000000000002	0.0	0.05387	0.0	0.0	0.00563	0.10403	0.0	0.0	0.0	0.0	0.012790000000000001	0.0075	0.00118	0.00107	0.47596000000000005	0.0	0.0037600000000000003	0.014980000000000002	0.00884	0.03889	0.84646	0.00058	0.0	0.00107	0.0	0.10537	0.0	0.00018	0.6430600000000001	0.0	0.01489	0.01066
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	0.00848	0.0	0.0005200000000000001	0.0058	0.00885	0.0	0.02481	0.03336	0.02247	0.0	0.00029	0.0	0.00264	0.06404	0.02204	0.00336	0.0	0.0	0.35651	0.00224	0.01235	0.00599	0.0	0.0	0.08591	0.0	0.00457	0.030039999999999997	0.0	0.00172	0.00414	0.01326	0.0	0.0	0.02462	0.07882	0.05517999999999999	0.38888	0.15023	0.6755800000000001	0.12544	0.40804	0.30782	0.63169	0.6673399999999999	0.6422399999999999	0.40976	0.23339000000000001	0.0	0.0171	0.00358	0.0188	0.0021100000000000003	0.09191	0.0	0.0	0.0	0.0205	0.00066	0.00958	0.0	0.00811	0.0	0.00246	0.0	0.0	0.00159	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis	0.01029	0.0	0.0	0.0	0.04363	0.0	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.06308	0.0297	0.0014199999999999998	0.0	0.0	0.0	0.0361	0.0	0.0	0.0	0.0	0.0	0.00205	0.0	0.03047	0.0	0.0	0.0	0.12567	0.0	0.0	0.63431	0.0	0.0	0.0	0.0	0.0	0.00297	0.0	0.0	0.00391	0.0	0.0	0.0	0.03663	0.0	0.02199	0.007370000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.00784	0.0015400000000000001	0.01649	0.0	0.0	0.0	0.0	0.00716	0.0	0.0	0.0	0.12507000000000001	0.0	0.00893
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0.0	0.0	0.00946	0.0	0.0	0.0	0.0	0.0	0.0	0.031639999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0082	0.0	0.0	0.0	0.0	0.0	0.02197	0.0	0.0	0.0	0.02201	0.0	0.0	0.0	0.09734	0.12903	0.0	0.3808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02231	0.0	0.0174	0.10912000000000001	0.0	0.0	0.04753	0.08182	0.0	0.03868	0.040260000000000004	0.0	0.0	0.0	0.0	0.02059	0.02343	0.0	0.01726	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3571|s__GGB3571_SGB4778	0.0	0.0	0.009309999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014509999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01845	0.0	0.0	0.0	0.14629	0.0	0.0	0.01984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02445	0.0	0.03052	0.00175	0.0	0.0	0.041260000000000005	0.06692999999999999	0.0	0.053279999999999994	0.0	0.0	0.0	0.08502	0.0	0.05006	0.01015	0.0	0.04235	0.0	0.0	0.0
