	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_faecis	0.0	0.0	0.02259	0.0	0.0	0.0	0.0	0.0	0.017159999999999998	0.052910000000000006	0.08138	0.010459999999999999	0.02315	0.61479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18679	0.0	0.0	0.0	0.0	0.007370000000000001	0.0	0.0	0.0	0.0	0.0	0.032260000000000004	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0.00463	0.0	0.0	0.0	0.0009	0.0	0.0	0.00686	0.0	0.0	0.0	0.0	0.02037	0.02203	0.0	0.0	0.0	0.0	0.0	0.0031899999999999997	0.0	0.0	0.02224	0.0	0.0	0.01948	0.0	0.05172	0.03766	0.0	0.0	0.0	0.0	0.0	0.01948	0.0	0.04225	0.0082	0.02559	0.0	0.03153	0.00458	0.0	0.0	0.02109	0.0	0.0	0.0	0.0	0.02518	0.00108	0.00389	0.0	0.0	0.0	0.02059	0.09137	0.0	0.019540000000000002	0.00952	0.0	0.0	9e-05	0.0	0.07968	0.00744	0.0	0.0	0.02738	0.0	0.00108
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_OM08_6BH	0.0	0.0	0.0016300000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14239000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044360000000000004	0.15639	0.03173	0.0	0.0	0.10569	0.059910000000000005	0.0	0.0	0.21006	0.0	0.0	0.07087	0.0	0.0	0.01226	0.0	0.0	0.06448999999999999	0.0	0.08202999999999999	0.0934
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_stercoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022199999999999998	0.0	0.0	0.0	0.03515	0.0030800000000000003	0.0	0.0	0.03119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05013	0.0	0.01567	0.0473	0.88305	0.0	0.01468	0.028310000000000002	0.0	0.05454	0.0	0.0	0.0	0.0	0.01122	0.00117	0.00805	0.0	0.0	0.0	0.0	0.05016
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_phoceensis	0.0	0.0	0.02018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.00806	0.0	0.0	0.0	0.0	0.020919999999999998	0.0	0.0	0.06738	0.0	0.0	0.00409	0.0	0.07318	0.00013000000000000002	0.0	0.0	0.0	0.09926	0.0	0.0	0.0	0.026289999999999997	0.0	0.14012	0.0	0.04645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14612999999999998	0.19521	0.38040999999999997	0.0072900000000000005	0.0	0.0	0.19416	0.04215	0.0	0.057620000000000005	0.21509	0.0	0.0	0.07492	0.03436	0.15342	0.0	0.0	0.08434	0.0	0.0584	0.01615
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9707|s__GGB9707_SGB15229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02514	0.0	0.0	0.22975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22089	0.0	0.0	0.0	0.0	0.0	0.17605	0.23768000000000003	0.0	0.35183000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06838999999999999	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9730|s__GGB9730_SGB15291	0.00389	0.0	0.0	0.00064	0.0	0.0	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0224	0.65222	0.0	0.0	0.18605	9e-05	0.0	0.0	0.0	0.0	0.01295	0.0	0.0	0.0	0.043460000000000006	0.0	0.0	0.0	0.0	0.51049	0.0	0.0	0.6513100000000001	0.0	0.20285	0.0	0.0	0.0	0.0	0.0	0.0	0.2991	0.00021	0.13222	0.0328	0.0	0.12245999999999999	0.27532	0.22809000000000001	0.0	0.29286	0.0	0.0	0.0	0.12319000000000001	0.08968999999999999	0.12203	0.00607	0.0	0.1804	0.00984	0.00683	0.1624
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9627|s__GGB9627_SGB15081	0.0	0.0	0.02462	0.0	0.0	0.0	0.0	0.0	0.0	0.059879999999999996	0.0	0.0	0.0024100000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31699	0.0	0.0	0.0	0.0	0.0	0.0	0.9288	0.0	0.28526999999999997	0.0	0.0	0.0	0.43642	0.0	0.47426	0.13391	0.0	0.12803	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.0	0.0	0.0	0.0	0.0	0.00238	0.0	0.0	0.0	0.01378	0.01826	0.00674	0.0	0.0	0.0	0.02609	0.0	0.0	0.0	0.04457	0.05108	0.0	0.0	0.0	0.3435	0.0	0.08208	0.0	0.07773	0.038669999999999996	0.014369999999999999	0.07554	0.01146	0.05555	0.0141	0.019180000000000003	0.03102	0.0001	0.0	0.0	0.0	0.00058	0.00283	0.0029	0.0	0.0	0.0	0.0009199999999999999	0.0	0.0	0.0	0.32366	0.00274	0.0	0.0	0.0	0.0	0.00409	0.00282	0.00807
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.01568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.02936	0.0	0.0	0.0	0.0	0.03318	0.02525	0.0	0.08001	0.0	0.0	0.0	0.00265	0.0	0.02131	0.016	0.0	0.02035	0.0	0.00041	0.00626
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_NSJ_60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0377	0.0	0.0	0.0	0.0	0.0	0.00252	0.0	0.0	0.0	0.0	0.0	0.01652	0.0	0.0	0.0281	0.0	0.0	0.03185	0.0	0.0	0.06952	0.0	0.0	0.18149	0.0	0.0	0.0	0.0	0.0	0.00263	0.01239	0.0	0.08091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008300000000000001	0.09056	0.03879	0.0128	0.0	0.0	0.0	0.06792000000000001	0.07919	0.0	0.00813	0.06904	0.0	0.0	0.01469	0.0024	0.04786	0.021519999999999997	0.0	0.016059999999999998	0.0	0.02494	0.02181
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0002	0.0	0.0010199999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.01941	0.00536	0.0	0.0	0.0	0.0	0.0	0.06563	0.042980000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.0	0.01719	0.0	0.0	0.0	0.0	0.0	0.01958	0.01766	0.07501000000000001	0.0	0.0018899999999999998	0.0	0.0	0.0	0.0	0.0	0.01518	0.0	0.0	7e-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	0.0	0.0	0.0	0.008870000000000001	0.0	0.84621	0.022109999999999998	0.0	0.0	0.0	0.04228	0.0	0.0	0.00677	0.00839	0.0	0.044910000000000005	0.01806	0.0	0.0	0.060270000000000004	0.12783	0.0071200000000000005	0.0	0.0	0.0	0.05867000000000001	0.01122	0.0	0.0	0.0	0.45943999999999996	0.0	0.0	0.0	0.0	0.0	0.019119999999999998	0.004529999999999999	0.00403	0.0	0.0	0.0	0.0	0.0	0.00735	0.00386	0.015590000000000001	0.0009	0.0	0.0	0.0	0.02405	0.0	0.00121	0.0	0.0	0.17307	0.0	0.0	0.0	0.0	0.11435	0.00798	0.0	0.0021899999999999997	0.02847	0.0	0.03474	0.049980000000000004	0.03394
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_NSJ_61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01793	0.00868	0.0009400000000000001	0.0	0.0	0.0	0.0	0.0	0.017230000000000002	0.0037600000000000003	0.0032700000000000003	0.0	0.0	0.14194	0.0	0.0	0.0	0.0019199999999999998	0.0117	0.0	0.00215	0.01521	0.0	0.0	0.00031	8e-05	0.0	0.0	0.010190000000000001	0.0	0.0	0.0022	0.00265	0.0	0.0	0.0	0.0	0.0	0.0	0.00971
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	0.0	0.0	0.0	0.0	0.21366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00323	0.0	0.0	0.05438	0.0	0.0	0.0036200000000000004	0.07595	0.27658	0.0	0.0	0.0	0.0	0.00037	0.0	0.0	0.0	0.02603	0.0	0.0	0.0	0.22537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00365	0.0	0.0	0.0	0.0	0.0	0.0	0.01882	0.00321	0.00358	0.07952000000000001	0.05654	0.0	0.0	0.00018999999999999998	0.0	0.017740000000000002	0.02677	0.0	0.04908	0.0	0.04755	0.01205
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium_UC5_1_1D1	0.0	0.0	0.0172	0.0	0.0	0.0	0.00404	0.0007700000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00571	0.0	0.0	0.07578	0.0	0.0	0.01635	0.0	0.0	0.0	0.00565	0.0	0.0	0.0	0.0	0.08375	0.00162	0.00288	0.0	0.17523	0.01697	0.11631	0.01779	0.0	0.02335	0.1565	0.05016	0.0	0.24014000000000002	0.0	0.0	0.0	0.00374	0.034260000000000006	0.00882	0.014830000000000001	0.0	0.0	0.0	0.00162	0.02539	0.0	0.008329999999999999	0.02607	0.0	0.0	0.0	0.0	0.00847	0.007559999999999999	0.0	0.00257	0.02677	0.0009400000000000001	0.008490000000000001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9614|s__GGB9614_SGB15049	0.01848	0.0	0.07053	0.0	0.0	0.0	0.0	0.0	0.0	0.02452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01585	0.0	0.0	0.027889999999999998	0.55718	0.0	0.05385	0.02054	0.0	0.61326	0.0	0.0	0.0	0.11284000000000001	0.0	0.0	0.0	0.0	0.0	0.0149	0.0	0.01816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00589	0.03954	0.26131	0.05525	0.0	0.0	0.0	0.04964	0.04433	0.0	0.03823	0.1209	0.0	0.14674	0.02252	0.022109999999999998	0.04035	0.0	0.0	0.08836000000000001	0.07422999999999999	0.0	0.23873000000000003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Phocea|s__Phocea_massiliensis	0.0	0.0	0.051629999999999995	0.13549	0.0	0.0	0.0	0.061079999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.04285	0.0	0.0	0.0	0.0	0.036019999999999996	0.0	0.0	0.030189999999999998	0.0	0.0	0.00976	0.0	0.0	0.02155	0.0	0.0	0.03914	0.01515	0.0389	0.041389999999999996	0.0	8e-05	0.0	0.0	0.0	0.00279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00733	0.00746	0.0781	0.0	0.0	0.0	0.0	0.03742	0.01714	0.01241	0.0	0.04985	0.0	0.043660000000000004	0.0038	0.03244	0.02024	0.0	0.0	0.0018399999999999998	0.0	0.0	0.02093
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047|f__FGB3047|g__GGB9557|s__GGB9557_SGB14966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038399999999999997	0.0	0.0	0.00352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010579999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.02083	0.04992	0.0	0.0117	0.03957	0.0	0.0	0.01945	0.00122	0.006940000000000001	0.03685	0.0	0.00867	0.0	0.0	0.01916
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_celerecrescens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049530000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.052610000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011000000000000001	0.00629	0.00942	0.01256	0.0354	0.0	0.0	0.0	0.012830000000000001	0.0	0.009290000000000001	0.0	0.04919	0.0	0.0	0.0	0.01063	0.0	0.0	0.00082	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9615|s__GGB9615_SGB15052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029	0.0	0.0	0.0	0.0	0.0	0.011040000000000001	0.03626	0.0	0.07503	0.0	0.0	0.0	0.0	0.0	0.0	0.02465	0.0	0.0	0.0	0.0	0.04252	0.0	0.0	0.0	0.00213	0.0	0.28979	0.06638
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9619|s__GGB9619_SGB15067	0.0	0.0	0.00352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020390000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02304	0.0	0.0	0.0	0.0	0.0	0.00965	0.02985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01166	0.00525	0.0	0.009590000000000001	0.0	0.0	0.0	0.00344	0.01427	0.0	0.024919999999999998	0.0205	0.0	0.00098	0.00197	0.0	0.00064	0.06112000000000001	0.0	0.022180000000000002	0.03356	0.04317	0.01293
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_unclassified_SGB15145	0.0	0.0	0.24656999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03891	0.0	0.0	0.0265	0.0	0.0	0.11596	0.0	0.0	0.28962	0.0	0.0	0.0	0.02505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00702	0.0	0.0	0.0	0.0	0.0	0.013580000000000002	0.0	0.0	0.08319	0.0	0.0	0.0	0.00294	0.03743	0.0	0.00124	0.0	0.0	0.0	0.06626	0.03021	0.01725	0.0	0.0	0.03192	0.0	0.5844699999999999	0.07562
k__Bacteria|p__Firmicutes|c__CFGB3053|o__OFGB3053|f__FGB3053|g__GGB9581|s__GGB9581_SGB14999	0.0	0.0	0.07164	0.0	0.0	0.0	0.0	0.10382000000000001	0.0	0.012240000000000001	0.0	0.0	0.0	0.0	0.04924	0.0	0.0	0.0	0.0	0.09072999999999999	0.0	0.0	0.07062	0.0	0.0	0.06787	0.0	0.0	0.36088000000000003	0.0	0.0	0.0	0.028089999999999997	0.10572000000000001	0.04061	0.0	0.0	0.013369999999999998	0.0	0.0	0.07931	0.00228	0.0049299999999999995	0.04482	0.00999	0.0	0.0	0.0	0.015269999999999999	0.06981	0.10942	0.027960000000000002	0.0	0.0	0.005529999999999999	0.042769999999999996	0.07565	0.03785	0.06134	0.04445	0.09358	0.0	0.05504	0.0374	0.03166	0.0	0.0	0.03515	0.0	0.07685	0.05685
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19850	0.00774	0.00853	0.00785	0.00573	0.0	0.0015300000000000001	0.00744	0.00617	0.06264	0.0	0.44214	0.01888	0.00432	0.0046700000000000005	0.00148	0.0	0.0	0.0005099999999999999	0.00809	0.0033	0.049089999999999995	0.027639999999999998	0.0009	0.00587	0.007670000000000001	0.00476	0.01027	0.00026000000000000003	0.0014199999999999998	0.0069	0.01875	0.09171	0.00526	0.0048	0.0047	0.18520999999999999	0.00468	0.01822	0.06548999999999999	0.56681	0.0232	0.19474	0.26416	0.07499	0.0867	0.06902	0.56745	0.10115	0.01739	0.01828	0.00298	0.012759999999999999	0.059539999999999996	0.04887	0.03533	0.01466	0.0019100000000000002	0.0029100000000000003	0.00775	0.006809999999999999	0.04311	0.00525	0.03354	0.0037799999999999995	0.00067	0.01009	0.0456	0.01659	0.0056700000000000006	0.01075	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AF17_16	0.0	0.0	0.03506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.03453	0.0	0.00863	0.0	0.0	0.0	0.03369	0.0	0.0	0.0	0.0	0.0	0.0	0.10307999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.028380000000000002	0.01693	0.19834000000000002	0.0	0.17071	0.0	0.0	0.0	0.24638000000000002	0.0	0.0	0.13733	0.0	0.0	0.0	0.0	0.01851	0.28720999999999997	0.055510000000000004	0.022609999999999998	0.0	0.18907000000000002	0.0	0.17756	0.18698	0.0	0.07381	0.0	0.0	0.00325	0.08555	0.051370000000000006	0.36299000000000003	0.0	0.0	0.20859	0.43635	0.07843	0.11745
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	0.00713	0.0	0.0	0.00462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061200000000000004	0.0	0.0	0.0	0.0	0.003	0.0018399999999999998	0.0	0.0	0.0	0.009009999999999999	0.00105	0.0	0.24606	0.0	0.08126	0.31779	0.0	0.06817000000000001	0.09835	0.04584	0.07932	0.9098799999999999	0.0	0.25742	0.9029200000000001	0.01977	0.00894	0.0	0.0	0.0	0.0	0.0	0.02853	0.00351	0.0	0.0041600000000000005	0.00853	0.01522	0.0	0.0	0.00746	0.04576	0.006529999999999999	0.0	0.00324	0.0	0.02274	0.005379999999999999
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09197000000000001	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00433	0.0	0.0	0.0301	0.0	0.00059	0.0	0.0	0.0	0.0	0.01883	0.11104000000000001	0.0	0.0	0.0	0.03085	0.0	0.0	0.01323	0.44828999999999997	0.05541	0.0	0.0904	0.0	0.0	0.0	0.022619999999999998	0.00183	0.04135	0.0	0.00039	0.0	0.0	0.24934	0.055060000000000005	0.0	0.02472	0.16197999999999999	0.0	0.0	0.05681	0.0	0.1293	0.02592	0.0	0.27099	0.17942	0.0	0.00063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_AM07_15	0.0	0.0	0.031810000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17870999999999998	0.0	0.0	0.0	0.05002	0.0	0.01615	0.0608	0.0	0.0	0.0	0.03808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03291	0.0	0.0	0.0	0.0	0.0	0.0	0.04897	0.10009	0.0	0.0	0.0	0.0	0.0	0.07315	0.0	0.0	0.0	0.0	0.12186	0.17603	0.0	0.025169999999999998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06652999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23613	0.0	0.0	0.0	0.0	0.0	0.03497	0.36482	0.0	0.02146	0.17840999999999999	0.0	0.0	0.01431	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.05889	0.0	0.0	0.0	0.02008	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_SN20	0.00411	0.0	0.034260000000000006	0.0	0.0017699999999999999	0.0	0.0	0.13775	0.0	0.0	0.0	0.0	0.0	0.12686	0.0	0.0	0.0	0.0	0.0	0.03656	0.0	0.0	0.00598	0.0	0.0	0.0	0.0	0.01169	0.0273	0.0	0.0	0.06215	0.01069	0.01884	0.06475	0.0	0.007090000000000001	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.00944	0.0	0.0	0.0	0.03532	0.0	0.07045	0.05404	0.013430000000000001	0.0	0.0127	0.11971	0.014519999999999998	0.04699	0.00954	0.06609	0.0	0.0	0.007529999999999999	0.00481	0.0	0.0	0.0	0.00265	0.00624	0.0028699999999999997	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0.0	0.0	0.02079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00483	0.0	0.09187999999999999	0.0	0.0	0.0	0.0	0.02541	0.0	0.0	0.01067	0.026660000000000003	0.0	0.0	0.0	0.0	0.03155	0.0	0.0	0.0	0.0048	0.0	0.0	0.0	0.0	0.07604	0.04413	0.0	0.01591	0.12905	0.07719	0.0	0.0	0.0	0.09058	0.0	0.04122	0.23718000000000003	0.017240000000000002	0.01234	0.09501	0.0	0.0	0.39973000000000003	0.16376	0.07831	0.07685	0.8663	0.0	0.0	0.1084	0.07325	0.03088	0.0030399999999999997	0.0	0.02214	0.0	0.06848	0.0811
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014790000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07476000000000001	0.0	0.0	0.5432899999999999	0.0	0.0	0.48631	0.017669999999999998	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09153	0.00365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04626	0.0	0.0	0.0	0.0	0.01522	0.0	0.0	0.08788	0.0	0.40588	0.01702	0.0	0.0	0.0	0.18218	0.7712600000000001	0.40413000000000004	0.0	0.19059	0.74249	0.00147	0.01242
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_KLE1615	0.04958	0.0	0.09046	0.0	0.01744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0487	0.0	0.0	0.0	0.0	0.15172	0.0	0.0	0.10883	0.0	0.0	0.02396	0.02331	0.0	0.0	0.0	0.0	0.145	0.07962999999999999	0.0	0.0	0.0	0.0	0.03123	0.0	0.050519999999999995	0.00746	0.01142	0.0	0.00425	0.0	0.07919	0.0	0.0	0.05	0.0	0.040530000000000004	0.01144	0.0302	0.04348	0.0	0.01882	0.06427999999999999	0.0	0.44051	0.14740999999999999	0.00655	0.032869999999999996	0.0	0.00881	0.16408	0.09254	0.0	0.09027	0.11705	0.03743	0.27213000000000004
