Feature	B202	B206	B207	B209	B211	B215	B220	B222	B223	B226	B228	B230	B231	B232	B233	B237	B240	B246	B253	B255	B256	B259	B261	B267	B268	B269	B272	B274	B275	B276	B277	B278	B279	B281	B282	B284	B285	B288	B289	B291	B296	B298	B299	B302	B309	B312	B313	B314	B315	C411	C417	C418	C420	C422	C424	C427	C428	C430	C435	C436	C437	C442	C446	C452	C455	C459	C460	C463	C466	C468	C473	C474	C475	C476	C478	C479	C480	C482	C484	C494	C496	C497	C498	C501	C502	C504	C505	C506	C507	D603	D605	D606	D607	D608	D609	D610	D611	D612	D614	D615	D616	D618	D619	D620	D621	D624	D627	D629	D631	D632	D633	D635	D636	D640	D641	D643	D645	D646	D648
2-Hydroxy-3-methylbutyric acid	0.0170384709088673	0.0400948627390763	0.00235708201496335	0.145762723536318	0.0279024948698086	0.0875764881747526	0.0215180455111444	0.00464401111643575	0.0843496163238512	0.0177861263436157	0.0169346611209093	0.0102767071258687	0.0237148057460974	0.008387884234997	0.00505557658534982	0.0369414214047928	0.00436112329937391	0.00296800277157495	0.0912882921310021	0.00308293581812088	0.0587684196143518	0.0810276704765436	0.0275937695418538	0.00615345205241556	0.0275646663958996	0.0675776271594484	0.0994056597504481	0.14919910721087	0.00757684296373034	0.0481610708994333	0.0105770134122752	0.0114378711180682	0.0101422338653849	0.0370063982520645	0.00588882618027748	0.0689725334128816	0.00697335599730727	0.0978557811797581	0.0055004921744737	0.01576308994295	0.000968490484903816	0.00248762840204951	0.0388146344030535	0.101175585786579	0.0501305490325677	0.0566103190195274	0.0258536739506999	0.00481335674407436	0.0100532663541111	0.016557622457876	0.032421266498179	0.00159663110836136	0.00818948093022494	0.00758370716352987	0.0532107932464553	0.0350050281345237	0.015377260739999	0.0115756483086531	0.0751223459946543	0.362064265447243	0.00465767425024752	0.00522279706150515	0.0828494293415739	0.00581493767032922	0.0100191338377561	0.0246424304218716	0.0103979975347293	0.0148301021413265	0.0154379488798053	0.00272329614358223	0.0394848010216854	0.00900281875351037	0.0198019500351104	0.0387376360282151	0.0158208430627955	0.00970854934855634	0.0538806916368911	0.0312879511259027	0.00699790400709636	0.675441720719436	0.00298320544828777	0.00827370900262277	0.0147469424672618	0.0353794009510546	0.0189146656751779	0.013524424755202	0.0416894423523239	0.0136429039618387	0.291628382003208	0.00332302089183235	0.0087309950323649	0.361339522823164	0.164888252427641	0.0593944298870705	0.0400954900244164	0.0353262443604638	0.0163952319970246	0.137094485453065	0.0282325958416588	0.357508707485042	0.0926203461342966	0.0550016201564198	0.213452085762195	0.0254587165695228	0.0929150114660043	0.0274763692971668	0.113901503359744	0.069624418600822	0.00275552405073058	0.0481878891055569	0.132641610134826	0.045829142937162	0.0273424908855154	0.0558915413817662	0.195437104484752	0.00157537872104454	0.0849818774842862	0.0136341732282057	0.0108343114876818
4-Hydroxybenzoate	0.012142358578733	0.00312796801510524	0.00471416402992669	0.0436140432628354	0.00469645953254204	0.000403578286519597	0.000956357578273086	0.0081823053003868	0.00229210913923509	0.0276083155184483	0.00123912154543239	0.00426580295790777	0.00209248285994977	0.00686281437408845	0.00695141780485601	0.00155542826967549	0.0193827702194396	0.0118720110862998	0.000529207490614505	0.0132125820776609	0.0445660515408835	0.00567508976100305	0.00358360643400699	0.0141301491573987	0.0325481089081527	0.00316770127309914	0.00600803438052159	0.0114548258895102	0.00987285598304257	0.00269321778056042	0.001555443148864	0.000816990794147732	0.00616757464786918	0.00971417954116692	0.00778844752875409	0.00114954222354803	0.0363975166688721	0.00367878876615632	0.000956607334691078	0.00645417855931812	0.000968490484903816	0.000497525680409901	0.00238126591429776	0.00171969834198151	0.0131003176914376	0.0235498927121234	0.00478771739827776	0.00588299157609088	0.0111702959490124	0.0299876940070421	0.0042456420414282	0.000399157777090339	0.0113742790697569	0.000798284964582092	0.0100252219159988	0.0254861169751357	0.00271363424823512	0.0407778519963916	0.00616946802854649	0.00383949380113726	0.0168563449056577	0.00149222773185861	0.0364115326405643	0.00161526046398034	0.0287034645081661	0.0490587835004233	0.00519899876736466	0.00561138999942082	0.00557481487326302	0.000837937274948378	0.00404557387517269	0.00435620262266631	0.0352880904471839	0.0088040081882307	0.00684144564877643	0.0317303807977207	0.0168015059942994	0.0318673576282342	0.0359547481743916	0.00990868049955163	0.00119328217931511	0.00367720400116567	0.00196625899563491	0.0100329644488065	0.0113487994051067	0.00450814158506733	0.00116342629820439	0.00818574237710321	0.022074648359965	0.000738449087073855	0.00963420141502333	0.00660774873305112	0.00431336688871357	0.0113624126740483	0.00400954900244164	0.0116888308545652	0.0123525720525528	0.00265237214903149	0.0151349998326418	0.00864143975274619	0.00102229962620636	0.00627735882220009	0.0017516583825737	0.00282874628550253	0.008269922486503	0.0127129469882413	0.00280200500269973	0.00893826995551094	0.00137776202536529	0.000399347147283621	0.00713578282370902	0.00185168254291564	0.00712445185045121	0.00662041036868301	0.00252788494078904	0.00693166637259597	0.00660390867976048	0.00223511036527962	0.00204420971465694
N-Acetyalanine	3.31995584881745	1.98569096813454	1.92043257169139	4.78118949268834	2.23275211423558	2.03161309433965	2.02341354623128	3.06349933314212	2.72394250106698	4.06452806637464	4.14197028586534	1.94132814611694	1.29280566030564	1.89057827090629	1.89647316657935	3.28506450555463	0.82594829597587	1.67368374473449	3.27923421559278	2.37562225756343	1.53483522559482	2.47150159091683	3.87674544030876	4.12372449764471	3.31819405026798	5.910930575603	2.03290036039103	6.43933037378815	1.595729048422	3.12191468139551	1.22771127739835	1.23529008075137	2.06695985032256	1.67669822747062	1.46365824900123	1.4133621638523	1.76459923102592	2.42947210116963	1.41123497050301	0.706980789882231	1.99315341793205	2.82072184508394	1.50043565259902	2.51849822183191	2.0221650388503	1.13356502804702	2.92385901512823	1.0549273530763	2.03331301403308	1.59873043509936	2.90942270075325	2.47637484906847	2.25915930883511	2.96922092576309	4.54481867998057	3.77317355892129	1.96512346809693	1.84526357356574	3.06767724972373	3.16796633531835	1.78854691209505	2.10254887418879	1.18363866250414	2.08594736318421	1.56975456371546	1.5796023977763	3.36847856500072	3.68247468711992	2.57985279058079	0.837937274948378	1.26529368519901	1.33328841604407	1.81924069168719	2.6349138791919	2.11528947653106	2.38688237642556	2.06035709283542	3.54104283899916	1.24755736954097	1.63658372917594	14.3891931592713	8.03377144154671	1.7465295528727	3.47052561468629	4.56167694183362	0.984198489203119	12.819212666765	3.45650551264273	5.1984784289169	4.78902694194572	1.50353755833208	4.43658160987017	4.40532002829569	1.98093335505964	2.65362412674638	1.50292389610032	1.29769384217545	7.31109805554598	5.55745551547044	5.20091223975996	1.97385611827925	2.9031289943432	2.37925255735868	2.12981022412628	10.3726718952035	7.47131692597661	32.7531968775577	6.21727240694908	2.23128560007908	3.90574821614957	4.057951791071	1.27997555779043	2.41461151904481	3.17728771463179	18.3709298287579	12.0724422151085	7.91426319148138	1.10615611977688	7.20236408765081
Malate	0.123186186226178	0.288341778846974	0.188861196448938	0.084932610564469	0.368533942141829	0.105333932781615	0.126239200332047	0.243700011919629	0.286513642404386	0.0379614338378664	0.120607830422086	0.321486422918686	0.339505344026851	0.304759793871558	0.294276687072238	0.493848475621967	0.158938715799405	0.221790752566783	0.244758464409209	0.114068625270473	0.251969599096533	0.106250291636557	0.177746879126747	0.458546130720745	0.120692748343628	0.218219421035719	0.0569852957910078	0.194732040121673	0.294348869075827	0.323344558242577	0.240938143759033	0.623908636464151	0.121569749170221	0.0733960231999278	0.292731649800245	0.309226858134419	0.388637035459685	0.264872791163255	0.430473300610985	0.106369827410301	0.309916955169221	0.193039963999042	0.253128566689852	0.286616390330251	0.125937720740353	0.161452629843692	0.464408587632943	0.0772811166131938	0.258352987735015	0.104864942233215	0.14705360161674	0.475396912514594	0.287996746046244	0.170433839938277	0.0166572917988903	0.233059792579855	0.186336218378812	0.41803875369204	0.335691642729736	0.15357975204549	0.121986706554102	0.268600991734551	0.147229240677065	0.258441674236854	0.255623306563291	0.198948062121532	0.184800774367235	0.204014107836086	0.334488892395781	0.163188284296197	0.255194800045893	0.602317615960662	0.15181495026918	0.091310142066507	0.350624089499792	0.270655412326827	0.237683373591769	0.254359454523542	0.199802224754337	0.133216704493972	0.281316273773537	0.0759342626240712	0.157792284399701	0.133068791636802	0.0594460921219877	0.125041611333183	0.103351036157156	0.154316402590575	0.0299729170392185	0.043383883865589	0.0301068794219479	0.0893784960207442	0.112539663369163	0.0841851484486304	0.188100146679762	0.044677309044116	0.116114177293996	0.013096087485843	0.0841156721467979	0.0987593114599564	0.142304107967926	0.262453383137699	0.019518479120107	0.137429923703998	0.00218909712878021	0.138612131678244	0.0126090225121488	0.524535315810247	0.19529776709553	0.0839960166453216	0.053938123108624	0.124988571646805	0.143836906278028	0.00331020518434151	0.0112174894247513	0.22779976306304	0.0436205547005232	0.150869949656374	0.078906494985758
N-Acetyaspartic acid	0.0816671536666398	0.0255924655781338	0.0268118079202081	0.190811439274905	0.0116030176686333	0.0803120790173999	0.0306034425047388	0.0382578058639707	0.00962685838478736	0.11972452210404	0.0553474290293135	0.0347081240666132	0.00819555786813661	0.0188091949512054	0.0355996851218383	0.0221648528428757	0.0680819803957816	0.0350763963913403	0.0447180329569257	0.0218007604281405	0.08545907685587	0.0258531866890139	0.0211432779606412	0.0977715159439361	0.0415805984616113	0.0668736935432041	0.0276733704799782	0.0400918906132857	0.0121688690023548	0.0597260648983104	0.0237982801776192	0.0383985673249434	0.0308378732393459	0.0382399448604666	0.0896621276480959	0.0482807733890172	0.123479425708416	0.0772545640892827	0.0542874662437187	0.0775742615302659	0.00677943339432671	0.0823405001078387	0.0171451145829439	0.0180568325908058	0.0157203812297251	0.0989548376461339	0.0859395272990858	0.0117659831521818	0.0992560582897958	0.0288838525098504	0.0239299824153226	0.0770374509784355	0.0748427562790002	0.123335027027933	0.0561412427295934	0.0881266936369149	0.033920428102939	0.0547212465499964	0.014879305245318	0.24419180575233	0.00687561436941301	0.0824455821851884	0.0332453124109501	0.0820552315702012	0.0265371653000027	0.0723447498623754	0.127611787926223	0.122248139273097	0.105492650678669	0.0075414354745354	0.0330118828214091	0.00929323226168813	0.0332571212128136	0.0334552311152767	0.0295037343603484	0.0187067170374622	0.0444660546573268	0.163102930406326	0.105933788245355	0.00990868049955163	0.0128277834276374	0.0147088160046627	0.0103228597270833	0.167920141827394	0.00918712332794355	0.105348150724731	0.00950131476866916	0.00697303980271755	0.0550853610450503	0.0239995953299003	0.0460635255155803	0.00765107748037499	0.0174495296861594	0.0986464009428737	0.0498578702042743	0.0309104638154058	0.0920828098463026	0.00895175600298127	0.117587306392063	0.0345657590109847	0.11081727948077	0.134813753752964	0.0460435917705087	0.0216870548555194	0.010945485643901	0.0768928245256533	0.0965290723430058	0.162770600242462	0.021355311393162	0.0539118648832888	0.0283332553294329	0.319183778335083	0.0716296240099419	0.0440511920685447	0.0191171298647171	0.0107125753031029	0.0776828205224456	0.017210349812653	0.0388399845784819
N-Acetytyrosine	0.17684757736445	0.143317807237549	0.0975242683691084	0.108748173661938	0.122936734822424	0.10008741505686	0.118110160916726	0.166078683259202	0.0591364157922652	0.0639769619225581	0.193716001602597	0.0826014572758505	0.0838736879696534	0.137764644102072	0.112486579024034	0.151265399225941	0.0373118326724212	0.145701954240952	0.18681024418692	0.188279294606668	0.138595522923846	0.14944403037308	0.164487535320921	0.199189521993007	0.14888034505356	0.281925413305824	0.114334714877805	0.219073545136882	0.132020748610453	0.0895098850598021	0.0830606641493375	0.097494234768296	0.138427786541064	0.0868108425663012	0.122145652707046	0.0557527978420793	0.0903134642578087	0.212633990683835	0.0820290789497599	0.0806772319914765	0.178202249222302	0.143287395958052	0.110014485240557	0.11378670696111	0.0995624144549255	0.0461940203199344	0.127592668664102	0.0705958989130906	0.116649804838972	0.0704618822374058	0.126597326326223	0.102583548712217	0.053004140465067	0.0973907656790152	0.183230209787794	0.0749230426738928	0.0972385605617585	0.0907636060564844	0.198511706565584	0.00844688636250197	0.0767407281231258	0.127958528006876	0.0374669393837691	0.115975701313788	0.0934216533520501	0.0366245296178276	0.120522244152544	0.152910377484217	0.0930565251921596	0.0609599367524945	0.139329564260947	0.0662142798645279	0.0797155424490341	0.255819323640875	0.0863732513158024	0.10679404283412	0.107906223842698	0.139057560559568	0.0395743536953035	0.0126610917494271	0.983562836300479	3.04362175176483	0.0476817806441465	0.304861305707595	0.0810628528936196	0.0125753423162404	1.67203749490274	0.261034229136513	0.615862437272051	0.263995548628903	0.111094385066988	0.167975928319142	0.105677488773482	0.20994639781821	0.204486999124524	0.0592234096631305	0.052105394839859	0.0417748613472459	0.0774213452977447	0.184186115872819	0.03373588766481	0.0194299201639527	0.0197687160319032	0.198483697699428	1.12276359404994	0.871657058822806	0.0550593983030497	0.364587327132683	0.145353893676038	0.014775844449494	0.477257945326891	0.0520785715195023	0.0876115024852784	0.0705328335432767	0.0290706768190739	1.30031759635016	0.14076752712121	0.040679008648089	0.487135175002749
Indole-3-Methyl Acetate	0.000783377972821485	0.000568721457291862	0.00176781151122251	0.0008608034854507	0.0016575739526619	0.000807156573039195	0.000717268183704815	0.00508629788942963	0.000916843655694035	0.000265464572292772	0.00123912154543239	0.000387800268900706	0.000348747143324962	0.000762534930454273	0.00105324512194788	0.000777714134837743	0.000242284627742995	0.00107927373511816	0.000264603745307253	0.00154146790906044	0.000244868415059799	0.000630565529000339	0.00501704900760979	0.00113952815785473	0.000311465157015815	0.00246376765685489	0.000364123295789187	0.000572741294475509	2.29601301931222e-05	0.000316849150654167	0.000622177259545599	0.00354029344130684	0.000548228857588371	0.000925159956301612	0.000569886404542982	0.000574771111774014	0.00068032741437144	0.000367878876615632	0.000956607334691078	0.00111706936603583	0.000645660323269211	0.000497525680409901	0.000476253182859553	0.001146465561321	0.000174670902552501	0.000452882552156219	0.021305342422336	0.0034763132040537	0.000797878282072313	0.000367947165730578	0.00154386983324662	0.000798315554180679	0.000909942325580549	0.000798284964582092	0.000308468366646118	0.00030706165030284	0.00135681712411756	0.000263082916105752	0.00181454942016073	0.000767898760227452	0.000221794011916549	0.00111917079889396	0.000527703371602382	0.000646104185592135	0.000812362203061306	0.00067823202995977	0.000472636251578605	0.00120244071416161	0.00128649573998377	0.000209484318737094	0.000970937730041445	0.00116165403271102	0.000253871154296287	0.000251543091092306	0.00171036141219411	0.000473587773100309	0.00217260853374561	0.000579406502331532	0.000965228138909842	0.00165144674992527	0.000596641089657555	0.000367720400116567	0.000983129497817453	0.000880084600772503	0.00108083803858159	0.00118635304870193	0.000387808766068129	0.00121270257438566	0.000607559129173349	0.000369224543536927	0.00210748155953635	0.00104332874732386	0.00098031065652581	0.000516473303365831	0.000348656434994925	0.00129875898384058	0.000449184438274647	0.000994639555886807	0.000582115378178532	0.000740694835949673	0.000204459925241273	0.0164407016771907	0.000750710735388729	0.00141437314275127	0.00291879617170694	0.000410095064136818	0.000280200500269973	0.000470435260816365	0.000344440506341322	0.000266231431522414	0.00167900772322565	0.000462920635728909	0.000385105505429795	0.0123496116492741	0.000315985617598629	0.000315075744208908	0.000347574141040025	0.000670533109583885	0.000613262914397083
Ethylmethylacetic acid	0.0724624624859873	0.605688352015833	0.671179103760813	0.116782339526145	0.639547283402049	1.2664286630985	0.239089394568272	0.415749566614248	1.54304787253306	5.30929144585545e-05	1.26307789531075	0.266806585003686	0.207678923850015	0.529707598355568	0.625206304388262	0.9787532386933	0.0596020184247768	0.561492160695225	0.787460746034384	0.508023780886062	0.177529600918354	0.841174415686453	0.771550465241705	0.289668057726673	0.0172863162143777	0.902794862833255	0.0733708441015212	0.335626398562648	0.189191472791327	0.105986040893819	0.278268779331769	0.784583492646538	0.118554490453485	0.142628826596498	0.358078624187841	1.33116989486862	0.0891228912826587	0.790939584723609	0.79446239146094	0.308311145025889	0.506520523604696	0.568174327028107	0.262891756938473	0.754660955739551	0.0358075350232627	0.0271729531293731	0.569977756264968	0.801691306596385	0.219097376257057	0.128229587257107	0.949479947446671	1.25934278672002	0.417436041860077	1.16469776332527	0.00694053824953764	0.0448310009442146	1.48119202716167	0.314647167662479	0.376337549741336	0.0813972685841099	0.0962586011717821	1.118797741961	0.533508108690008	0.284608893753336	0.500685904486785	0.102639113867245	1.3474859532506	0.623465510292792	0.909981320081855	0.531671200954746	0.296945122437675	0.719644673264474	0.149530109880513	0.224376437254337	1.00141660683965	0.389762737261554	0.0834281676958313	0.473954518907193	0.616298166693934	0.9104976414588	0.495510424960599	0.541468289171645	0.317059263046128	0.304861305707595	0.88790844869478	0.869834055308254	0.177034701710101	0.866779165042151	0.381142093701414	1.1818877638617	0.952882733704652	0.415592617684005	0.40565254967038	0.256428995121135	0.304725724185565	1.06757988471696	0.534529481546829	0.916394577490378	1.26173508220197	0.77032262938766	0.178084594885149	1.2506890148612	0.230718432676136	0.417711534825874	1.21689477058749	0.533738725974068	0.0113481202609339	0.103025322118784	0.936878177248396	0.00931810010328448	0.40191247374714	0.00648088890020473	0.255710055605384	0.851741257047873	0.552026873944806	0.91151412799637	0.0483128056045635	0.557436525100736	0.722423713159764
Benzoic acid	0.00215428942525908	0.0341232874375117	0.0291688899351714	0.0697250823215067	0.0027626232544365	0.00565009601127436	0.00597723486420679	0.0913322186232365	0.00825159290124631	0.00371650401209881	0.291606603691756	0.0494445342848401	0.00383621857657458	0.0221135129831739	0.0170625709755557	0.0435519915509136	0.0651745648628657	0.0153796507254338	0.0055566786514523	0.0112306947660118	0.0536261828980961	0.00851263464150458	0.047661965572293	0.0143580547889696	0.0112127456525693	0.01654243998174	0.00382329460578647	0.00486830100304183	0.0172200976448417	0.0110897202728958	0.00404415218704639	0.00190631185301137	0.0111016343661645	0.00447160645545779	0.00322935629241023	0.00344862667064408	0.0466024278844437	0.0080933352855439	0.0145882618540389	0.016631921672089	0.013881696950288	0.00696535952573862	0.0373858748544749	0.0415593765978864	0.0115282795684651	0.00724612083449951	0.00502710326819165	0.0155097050642396	0.0122873255439136	0.0509606824536851	0.0077193491662331	0.00598736665635509	0.0102368511627812	0.0131717019156045	0.00215927856652282	0.0119754043618107	0.137038529535874	0.0413040178286031	0.0486299244603076	0.00191974690056863	0.00931534850049504	0.00223834159778792	0.0744061753959358	0.0303668967228304	0.00270787401020435	0.0325551374380689	0.00519899876736466	0.0190386446408921	0.361076471022112	0.00670349819958702	0.0145640659506217	0.00813157822897711	0.0535668135565165	0.0228904212893998	0.00769662635487348	0.0859561808177061	0.00506941991207308	0.00695287802797838	0.0735986455918755	0.0440385799980073	0.00865129580003455	0.00514808560163194	0.030477014432341	0.00440042300386252	0.00270209509645399	0.00735538890195195	0.0213294821337471	0.0060635128719283	0.00891086722787579	0.0287995143958803	0.00120427517687792	0.00834662997859089	0.00607792607046002	0.00232412986514624	0.0160381960097666	0.00181826257737681	0.0141493098056514	0.00182350585245915	0.0116423075635706	0.0054317621302976	0.000817839700965092	0.00448382773014292	0.00125118455898122	0.00117864428562606	0.00316202918601585	0.0129179945203098	0.000700501250674933	0.0211695867367364	0.00137776202536529	0.000399347147283621	0.00146913175782244	0.00115730158932227	0.00558402982873203	0.00114584025611821	0.00142193527919383	0.00756181786101379	0.00521361211560038	0.00603479798625497	0.00388399845784819
2-Hydroxycaproic acid	0.000391688986410742	0.00511849311562676	0.000883905755611255	0.0017216069709014	0.0033151479053238	0.00201789143259799	0.000478178789136543	0.000663430159490822	0.00320895279492912	0.00106185828917109	4.13040515144131e-05	1.93900134450353e-05	0.00104624142997489	2.54178310151424e-05	0.00126389414633746	0.00116657120225662	2.42284627742995e-05	0.000539636867559082	0.00343984868899428	2.20209701294349e-05	2.44868415059799e-05	0.00252226211600136	3.58360643400699e-05	0.000227905631570947	0.00389331446269769	0.00175983404061063	0.00600803438052159	0.00916386071160815	2.29601301931222e-05	0.001901094903925	0.0001555443148864	0.000272330264715911	0.00150762935836802	0.0024670932168043	0.000379924269695322	0.000574771111774014	0.00051024556077858	0.0011036366298469	2.3915183367277e-05	0.000372356455345276	0.000322830161634605	2.48762840204951e-05	0.00214313932286799	0.00429924585495376	0.0179911029629076	0.000905765104312438	0.000957543479655553	0.000802226124012393	1.59575656414463e-05	0.000367947165730578	0.000385967458311655	3.99157777090339e-05	2.27485581395137e-05	3.99142482291046e-05	0.00169657601655365	0.000921184950908519	0.000452272374705853	0.000263082916105752	0.00145163953612859	0.0211172159062549	0.000443588023833097	3.73056932964654e-05	0.00211081348640953	0.000646104185592135	2.70787401020435e-05	2.26077343319923e-05	4.72636251578605e-05	0.000200406785693601	4.28831913327924e-05	2.09484318737094e-05	0.00145640659506217	2.90413508177754e-05	2.53871154296287e-05	2.51543091092306e-05	4.27590353048527e-05	0.000473587773100309	0.0060833038944877	0.000579406502331532	2.41307034727461e-05	0.00220192899990036	0.00149160272414389	1.83860200058284e-05	4.91564748908726e-05	0.000704067680618002	0.00216167607716319	0.0016608942681827	0.000969521915170323	0.00151587821798208	0.00222771680696895	0.000923061358842319	0.00120427517687792	3.47776249107954e-05	0.00176455918174646	0.000516473303365831	0.000522984652492388	0.000779255390304349	0.000898368876549293	0.00182350585245915	0.000873173067267798	0.00320967762244858	2.04459925241273e-05	0.00209245294073336	2.50236911796243e-05	0.000235728857125211	2.43233014308912e-05	2.05047532068409e-05	1.40100250134987e-05	0.00188174104326546	0.00137776202536529	0.000532462863044828	2.09875965403206e-05	0.000925841271457818	0.000577658258144693	0.000636577920065675	0.00189591370559178	0.000630151488417816	0.00121650949364009	2.23511036527962e-05	0.00122652582879417
Phenylacetic acid	0.0757918188704786	0.973366774155022	2.68736813231009	0.12309489841945	2.44575036715263	5.0475536295006	0.677101165417345	2.08272841402819	3.74805686447721	0.0270773863738628	5.66608978674718	0.70250018711363	0.677441325908739	1.96479833747051	2.19538413218816	4.05227949957206	0.383536565717161	1.66666846545623	3.20064690323653	1.46483493301001	0.464270514953379	3.3514557866368	2.57661302605103	0.890199396916118	0.0364414233708504	7.6591497115456	0.118704194427275	0.18241810229045	0.847917608032005	0.252211923920717	0.597756802108434	2.706145840482	0.485045481751312	0.420793586791183	2.21647818940251	5.52355038414827	0.577938138508539	3.5371553986593	3.25485645628639	1.26415016589721	2.23204773754166	2.29757359213292	0.397195154504867	2.64890867943218	0.0291700407262676	0.184549640003659	1.78773367651692	2.84656569670397	1.07841228604894	0.797525481721029	3.47640889701307	5.06291724461386	1.46978434139398	6.10528340912384	0.0532107932464553	0.256396478002871	6.85192647679368	1.41722766906169	1.64107849559337	0.0372430898710314	0.475748155560997	5.02582300089981	1.74194882965946	0.159910785934053	2.40215503445228	0.424573250754816	5.80066471562422	2.41369932689373	3.02326498896187	1.84283355193022	0.999904038987681	2.60326668730539	0.326478304425025	0.502080009820242	3.45450246227905	0.788286848325465	0.0454799386397414	1.26687231734789	1.06778362866901	0.931415966957853	0.358879615429019	0.774235302445433	0.424220378308231	0.284091309129364	1.17649220499607	1.5016856890469	0.271078327481622	1.15934366111269	0.460732339623123	1.7058173911406	1.5935571278037	0.613129527177323	0.727978693536067	0.621317383949094	0.237609360449042	2.15334239520768	1.44817062899746	1.1033868139971	1.72917373087933	1.05894671712938	0.066653935628655	2.12473650039039	0.467442551235382	0.886104773933669	1.7987081408144	0.477145607123187	0.00812581450782922	0.0818557353820475	1.38602859751748	0.0198342416484198	1.47815642433478	0.00138876190718673	0.704743074936525	0.745178113228879	0.473504447971546	1.64375015753787	0.055090501354844	0.789440981016761	0.802147892031384
Indole-3-carboxylic acid	0.000979222466026856	0.00113744291458372	0.00147317625935209	0.00401708293210326	0.0011050493017746	0.00121073485955879	0.00119544697284136	0.00199029047847247	0.00183368731138807	0.000530929144585545	0.00495648618172957	0.00116340080670212	0.00104624142997489	0.000508356620302848	0.00105324512194788	0.00116657120225662	0.000969138510971981	0.00134909216889771	0.00105841498122901	0.000880838805177394	0.0014692104903588	0.00252226211600136	0.0010750819302021	0.00159533942099663	0.000311465157015815	0.00211180084873276	0.000546184943683781	0.00143185323618877	0.000459202603862445	0.000316849150654167	0.000622177259545599	0.00326796317659093	0.00150762935836802	0.000770966630251343	0.000759848539390643	0.00114954222354803	0.00204098224311432	0.00147151550646253	0.00215236650305493	0.000868831729138978	0.000968490484903816	0.000746288520614852	0.00119063295714888	0.00171969834198151	0.000349341805105002	0.000452882552156219	0.000957543479655553	0.00267408708004131	0.000797878282072313	0.00110384149719174	0.00077193491662331	0.000798315554180679	0.000909942325580549	0.00279399737603732	0.000308468366646118	0.000921184950908519	0.00271363424823512	0.00131541458052876	0.00145163953612859	0.000767898760227452	0.000665382035749646	0.00149222773185861	0.00686014383083096	0.000646104185592135	0.000812362203061306	0.000904309373279693	0.00236318125789303	0.00120244071416161	0.00214415956663962	0.000628452956211283	0.000970937730041445	0.00261372157359979	0.00152322692577772	0.000754629273276917	0.00171036141219411	0.00118396943275077	0.000289681137832748	0.000579406502331532	0.0137545009794653	0.00220192899990036	0.000298320544828777	0.000183860200058284	0.00147469424672618	0.000176016920154501	0.000540419019290797	0.00118635304870193	1.93904383034065e-05	0.00060635128719283	0.000405039419448899	0.000738449087073855	0.000602137588438958	0.000347776249107954	0.000392124262610324	0.000258236651682915	0.000174328217497463	0.0015585107806087	0.000449184438274647	0.000165773259314468	0.000582115378178532	0.000246898278649891	2.04459925241273e-05	0.00209245294073336	0.000750710735388729	0.000235728857125211	0.000729699042926735	0.000410095064136818	1.40100250134987e-05	4.70435260816365e-05	0.000688881012682644	1.33115715761207e-05	0.000419751930806413	0.000231460317864455	0.000385105505429795	0.00152778700815762	0.000315985617598629	3.15075744208908e-05	0.000173787070520013	0.000447022073055923	0.000408841942931389
